issn_l,journal_title,sci_quartile,source,note
,20 Et 21-Revue D Histoire,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trumpeter-Journal of Ecosophy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trusts & Trustees,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tsinghua China Law Review,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TSINGHUA SCIENCE AND TECHNOLOGY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TSQ-Transgender Studies Quarterly,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tsukuba Journal of Mathematics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tuberculosis and Respiratory Diseases,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tuberculosis,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tuberkuloz ve Toraks-Tuberculosis and Thorax,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TUEXENIA,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TULSA STUDIES IN WOMENS LITERATURE,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tumori Journal,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tumour Virus Research,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tuna-Ajalookultuuri Ajakiri,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tungsten,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tuning Journal for Higher Education,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tunisian Journal of Mathematics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turczaninowia,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turk Dermatoloji Dergisi-Turkish Journal of Dermatology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turk Dili ve Edebiyati Dergisi-Journal of Turkish Language and Literature,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turk Kardiyoloji Dernegi Arsivi-Archives of the Turkish Society of Cardiology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turk Oftalmoloji Dergisi-Turkish Journal of Ophthalmology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turk Onkoloji Dergisi-Turkish Journal of Oncology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turk Osteoporoz Dergisi-Turkish Journal of Osteoporosis,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turk Psikiyatri Dergisi,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURK PSIKOLOJI DERGISI,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkderm-Turkish Archives of Dermatology and Venerology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkic Languages,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Archives of Otorhinolaryngology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Archives of Pediatrics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Historical Review,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Agriculture and Forestry,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Anaesthesiology and Reanimation,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Biochemistry-Turk Biyokimya Dergisi,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURKISH JOURNAL OF BIOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURKISH JOURNAL OF BOTANY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Business Ethics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURKISH JOURNAL OF CHEMISTRY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Civil Engineering,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURKISH JOURNAL OF EARTH SCIENCES,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Education,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Electrical Engineering and Computer Sciences,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Emergency Medicine,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Field Crops,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Fisheries and Aquatic Sciences,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Gastroenterology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Geriatrics-Turk Geriatri Dergisi,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Hematology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of History-Tarih Dergisi,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Immunology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Intensive Care-Turk Yogun Bakim Dergisi,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Islamic Economics-TUJISE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Mathematics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal Of Medical Sciences,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Nephrology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Neurology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Obstetrics and Gynecology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Orthodontics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Pathology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURKISH JOURNAL OF PEDIATRICS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Pharmaceutical Sciences,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Physical Medicine and Rehabilitation,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Physics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Physiotherapy Rehabilitation-Turk Fizyoterapi ve Rehabilitasyon Dergisi,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Plastic Surgery,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Journal of Surgery,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURKISH JOURNAL OF ZOOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Librarianship,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Neurosurgery,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Online Journal of Distance Education,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Policy Quarterly,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkish Studies,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkiye Iletisim Arastirmalari Dergisi-Turkish Review of Communication Studies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Turkiye Jeoloji Bulteni-Geological Bulletin of Turkey,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tusculum-Casopis Za Solinske Teme,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Twentieth Century British History,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TWENTIETH CENTURY LITERATURE,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Twentieth-Century China,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Twentieth-Century Music,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Twin Research and Human Genetics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TWMS Journal of Applied and Engineering Mathematics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TWMS Journal of Pure and Applied Mathematics,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tydskrif Vir Die Suid-Afrikaanse Reg,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
